,UNITID_P,INSTNM,City,State,men_total15,women_total15,FORCIB13,NONFOR13,RAPE14,RAPE15,FONDL14,FONDL15,STATR14,STATR15,men_total14,women_total14,FORCIB12,NONFOR12,men_total13,women_total13,FORCIB11,NONFOR11,men_total12,women_total12,FORCIB10,NONFOR10,men_total11,women_total11,FORCIB9,NONFOR9,men_total10,women_total10,FORCIB8,NONFOR8,men_total9,women_total9,FORCIB7,NONFOR7,men_total8,women_total8,FORCIB6,NONFOR6,men_total7,women_total7,FORCIB5,NONFOR5,TITLE9
6573,221616002.0,Tennessee College of Applied Technology-Jackson,Lexington,TN,290.0,130.0,,,,,,,,,988.0,1859.0,,,3824.0,4902.0,,,23790.0,36638.0,,,486.0,370.0,,,12430.0,18878.0,0.0,0.0,2054.0,2609.0,2.0,0.0,3137.0,4423.0,2.0,0.0,0.0,27.0,,,
6574,221625001.0,Tennessee College of Applied Technology-Knoxville,KNOXVILLE,TN,487.0,621.0,1.0,0.0,,,,,,,988.0,1859.0,1.0,0.0,3084.0,4347.0,1.0,0.0,5012.0,6385.0,0.0,0.0,486.0,370.0,0.0,0.0,113.0,160.0,0.0,0.0,641.0,874.0,3.0,0.0,2461.0,3540.0,,,,,,,
6575,221634001.0,Tennessee College of Applied Technology-Whiteville,WHITEVILLE,TN,130.0,111.0,,,,,,,,,988.0,1859.0,,,3023.0,2888.0,,,5012.0,6385.0,,,1367.0,2727.0,0.0,0.0,113.0,160.0,0.0,0.0,1120.0,1661.0,0.0,0.0,2036.0,3761.0,0.0,0.0,,,,,
6576,221634002.0,Tennessee College of Applied Technology-Whiteville,Brownsville,TN,130.0,111.0,0.0,0.0,4.0,,0.0,,0.0,,6065.0,8369.0,1.0,0.0,1310.0,1419.0,0.0,0.0,5012.0,6385.0,0.0,0.0,1367.0,2727.0,0.0,0.0,963.0,1027.0,0.0,0.0,1594.0,3130.0,0.0,0.0,2036.0,3761.0,,,4.0,32.0,,,
6577,221643001.0,Pellissippi State Community College,KNOXVILLE,TN,4965.0,5360.0,,,,,,,,,6065.0,8369.0,,,842.0,25.0,,,5012.0,6385.0,,,1367.0,2727.0,,,1244.0,1704.0,,,1594.0,3130.0,0.0,0.0,2036.0,3761.0,0.0,0.0,247.0,297.0,0.0,0.0,
6578,221643002.0,Pellissippi State Community College,Knoxville,TN,4965.0,5360.0,,,,,,,,,6065.0,8369.0,2.0,0.0,40.0,9.0,2.0,0.0,17353.0,20597.0,0.0,0.0,1367.0,2727.0,0.0,1.0,175.0,411.0,1.0,0.0,239.0,472.0,0.0,0.0,2036.0,3761.0,,,1398.0,2345.0,,,
6579,221643003.0,Pellissippi State Community College,Friendsville,TN,4965.0,5360.0,1.0,0.0,,,,,,,6065.0,8369.0,0.0,0.0,722.0,1280.0,0.0,0.0,17353.0,20597.0,0.0,0.0,1367.0,2727.0,5.0,0.0,17803.0,13203.0,2.0,0.0,1.0,15.0,3.0,0.0,2097.0,3327.0,0.0,0.0,744.0,864.0,0.0,0.0,
658,117104001.0,Life Pacific College,San Dimas,CA,282.0,330.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6516.0,6641.0,,,3591.0,5205.0,0.0,0.0,346.0,1074.0,0.0,0.0,171.0,77.0,0.0,0.0,75.0,199.0,,,,,,,15.0,243.0,,,3846.0,5131.0,,,
6580,221643005.0,Pellissippi State Community College,Knoxville,TN,4965.0,5360.0,,,0.0,,0.0,,0.0,,6065.0,8369.0,0.0,0.0,1741.0,2447.0,0.0,0.0,1229.0,2131.0,0.0,0.0,1367.0,2727.0,0.0,0.0,17803.0,13203.0,0.0,0.0,158.0,142.0,0.0,0.0,2097.0,3327.0,,,87.0,113.0,,,
6581,221643006.0,Pellissippi State Community College,Knoxville,TN,4965.0,5360.0,0.0,0.0,,,,,,,6065.0,8369.0,1.0,0.0,1346.0,2146.0,1.0,0.0,429.0,387.0,0.0,0.0,4731.0,6809.0,0.0,0.0,17803.0,13203.0,,,0.0,19.0,1.0,0.0,3286.0,3806.0,0.0,0.0,252.0,233.0,1.0,1.0,
6582,221661001.0,Southern Adventist University,COLLEGEDALE,TN,1287.0,1838.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,49.0,298.0,0.0,0.0,2987.0,5568.0,0.0,0.0,94.0,29.0,0.0,0.0,2281.0,53.0,1.0,0.0,17803.0,13203.0,0.0,0.0,1998.0,3953.0,1.0,0.0,3849.0,5974.0,2.0,0.0,1745.0,2374.0,1.0,0.0,
6583,221670001.0,Southern College of Optometry,MEMPHIS,TN,208.0,320.0,,,,,,,,,228.0,249.0,,,2987.0,5568.0,,,330.0,8.0,,,2281.0,53.0,,,17803.0,13203.0,,,1998.0,3953.0,,,3849.0,5974.0,,,693.0,1580.0,,,
6584,221731001.0,Tennessee Wesleyan College,ATHENS,TN,365.0,662.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.0,249.0,0.0,0.0,2987.0,5568.0,1.0,0.0,1849.0,3190.0,0.0,0.0,8.0,396.0,0.0,0.0,17803.0,13203.0,,,1998.0,3953.0,,,3849.0,5974.0,,,54.0,22.0,,,
6585,221731002.0,Tennessee Wesleyan College,Knoxville,TN,365.0,662.0,0.0,0.0,,,,,,,228.0,249.0,0.0,0.0,624.0,592.0,0.0,0.0,12.0,187.0,0.0,0.0,1163.0,2084.0,0.0,0.0,17803.0,13203.0,,,1998.0,3953.0,,,3849.0,5974.0,,,302.0,293.0,,,
6586,221740001.0,The University of Tennessee-Chattanooga,CHATTANOOGA,TN,5017.0,6370.0,2.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,5.0,57.0,,,47.0,263.0,,,9.0,219.0,0.0,0.0,1163.0,2084.0,0.0,0.0,17803.0,13203.0,0.0,0.0,1998.0,3953.0,0.0,0.0,3849.0,5974.0,1.0,0.0,1371.0,1847.0,1.0,0.0,2.0
6587,221759001.0,The University of Tennessee-Knoxville,Knoxville,TN,13922.0,13923.0,5.0,0.0,8.0,18.0,2.0,0.0,0.0,0.0,286.0,486.0,0.0,0.0,3.0,55.0,0.0,0.0,746.0,2053.0,0.0,0.0,1163.0,2084.0,,,17803.0,13203.0,,,1998.0,3953.0,,,3849.0,5974.0,,,7.0,43.0,,,2.0
6588,221759002.0,The University of Tennessee-Knoxville,Tullahoma,TN,13922.0,13923.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181.0,148.0,0.0,0.0,2137.0,3096.0,0.0,0.0,8501.0,10801.0,0.0,0.0,1163.0,2084.0,,,17803.0,13203.0,,,357.0,120.0,2.0,0.0,3849.0,5974.0,2.0,0.0,,,0.0,0.0,2.0
6589,221768001.0,The University of Tennessee-Martin,MARTIN,TN,2823.0,4004.0,1.0,0.0,4.0,1.0,1.0,1.0,0.0,0.0,776.0,1091.0,0.0,0.0,2137.0,3096.0,0.0,0.0,5710.0,7926.0,0.0,0.0,9.0,77.0,0.0,0.0,17803.0,13203.0,4.0,0.0,438.0,392.0,1.0,0.0,1.0,53.0,0.0,0.0,,,0.0,0.0,
659,117113001.0,Argosy University-The Art Institute of California-San Diego,SAN DIEGO,CA,759.0,623.0,,,,,,,,,786.0,213.0,0.0,0.0,3591.0,5205.0,0.0,0.0,126.0,120.0,0.0,0.0,985.0,1214.0,0.0,0.0,4332.0,7025.0,,,,,,,,,,,,,,,
6590,221768005.0,The University of Tennessee-Martin,Jackson,TN,2823.0,4004.0,,,,,,,,,122.0,94.0,,,2137.0,3096.0,,,5710.0,7926.0,,,1529.0,3074.0,,,3902.0,4876.0,,,784.0,1205.0,0.0,0.0,2224.0,4094.0,0.0,0.0,591.0,684.0,0.0,0.0,
6591,221768007.0,The University of Tennessee-Martin,Parsons,TN,2823.0,4004.0,,,,,,,,,334.0,259.0,0.0,0.0,2137.0,3096.0,0.0,0.0,823.0,1758.0,0.0,0.0,1529.0,3074.0,2.0,0.0,13688.0,18339.0,3.0,0.0,152.0,68.0,,,2503.0,2407.0,,,9.0,55.0,,,
6592,221768008.0,The University of Tennessee-Martin,Ripley,TN,2823.0,4004.0,0.0,0.0,0.0,,0.0,,0.0,,183.0,241.0,0.0,0.0,2402.0,3468.0,3.0,0.0,2192.0,3321.0,1.0,0.0,1529.0,3074.0,1.0,0.0,13688.0,18339.0,1.0,0.0,44.0,64.0,,,2503.0,2407.0,,,9.0,55.0,,,
6593,221768009.0,The University of Tennessee-Martin,Selmer,TN,2823.0,4004.0,,,,,,,,,203.0,150.0,0.0,0.0,3.0,50.0,1.0,0.0,91.0,101.0,0.0,0.0,1529.0,3074.0,5.0,0.0,10955.0,13436.0,5.0,0.0,599.0,797.0,1.0,0.0,879.0,921.0,0.0,0.0,29.0,134.0,,,
6594,221795001.0,Fountainhead College of Technology,KNOXVILLE,TN,78.0,16.0,,,,,,,,,132.0,128.0,4.0,0.0,32.0,169.0,2.0,0.0,3182.0,5154.0,4.0,0.0,1529.0,3074.0,,,10955.0,13436.0,2.0,0.0,9.0,70.0,4.0,0.0,11970.0,13382.0,7.0,0.0,39.0,113.0,,,
6595,221829001.0,Tennessee School of Beauty of Knoxville Inc,KNOXVILLE,TN,7.0,204.0,,,,,,,,,1814.0,3110.0,,,51.0,265.0,,,3182.0,5154.0,,,22.0,14.0,0.0,0.0,10955.0,13436.0,0.0,0.0,1177.0,1705.0,0.0,0.0,11970.0,13382.0,,,2.0,85.0,,,
6596,221838001.0,Tennessee State University,NASHVILLE,TN,3551.0,5616.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,73.0,0.0,0.0,51.0,265.0,0.0,0.0,3182.0,5154.0,0.0,0.0,3488.0,3255.0,0.0,0.0,10955.0,13436.0,1.0,0.0,281.0,429.0,0.0,0.0,11970.0,13382.0,,,1129.0,1999.0,,,
6597,221847001.0,Tennessee Technological University,COOKEVILLE,TN,6019.0,4881.0,1.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,618.0,506.0,0.0,0.0,51.0,265.0,0.0,0.0,794.0,1135.0,0.0,0.0,3488.0,3255.0,0.0,0.0,10955.0,13436.0,1.0,0.0,1996.0,2578.0,1.0,0.0,11970.0,13382.0,,,1129.0,1999.0,,,
6598,221847004.0,Tennessee Technological University,Smithville,TN,6019.0,4881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,81.0,,,51.0,265.0,,,248.0,14.0,,,3488.0,3255.0,0.0,0.0,10955.0,13436.0,0.0,0.0,979.0,742.0,0.0,0.0,18990.0,20685.0,1.0,0.0,1129.0,1999.0,,,
6599,221847008.0,Tennessee Technological University,Cookeville,TN,6019.0,4881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0,1954.0,0.0,0.0,3693.0,5104.0,2.0,0.0,3652.0,2832.0,0.0,0.0,3488.0,3255.0,1.0,0.0,1425.0,144.0,0.0,0.0,8.0,2.0,2.0,0.0,1294.0,2210.0,2.0,0.0,14403.0,13710.0,5.0,0.0,
66,101736002.0,Northwest-Shoals Community College,Phil Campbell,AL,1591.0,2109.0,0.0,0.0,,,,,,,1737.0,2154.0,0.0,0.0,336.0,275.0,0.0,0.0,351.0,292.0,0.0,0.0,2254.0,3053.0,0.0,0.0,906.0,1577.0,0.0,0.0,5729.0,8793.0,3.0,0.0,5407.0,8657.0,2.0,0.0,5230.0,8549.0,1.0,0.0,
660,117140001.0,University of La Verne,LA VERNE,CA,3245.0,5089.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,423.0,128.0,0.0,0.0,3591.0,5205.0,0.0,0.0,5942.0,7795.0,0.0,0.0,1733.0,2722.0,0.0,0.0,4312.0,5426.0,,,,,,,6.0,80.0,,,,,,,
6600,221892001.0,Trevecca Nazarene University,NASHVILLE,TN,1010.0,1630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,943.0,1954.0,,,252.0,241.0,,,3652.0,2832.0,,,3488.0,3255.0,,,23.0,117.0,,,251.0,614.0,0.0,0.0,47.0,401.0,1.0,0.0,530.0,890.0,3.0,0.0,
6601,221908001.0,Northeast State Community College,BLOUNTVILLE,TN,2924.0,3160.0,,,,,,,,,943.0,1954.0,,,3.0,105.0,,,8857.0,10695.0,0.0,0.0,3488.0,3255.0,0.0,0.0,221.0,334.0,0.0,0.0,92.0,53.0,0.0,0.0,6475.0,8145.0,0.0,0.0,,,,,
6602,221908004.0,Northeast State Community College,Elizabethton,TN,2924.0,3160.0,0.0,0.0,,,,,,,382.0,859.0,1.0,0.0,4154.0,6102.0,0.0,0.0,8857.0,10695.0,1.0,0.0,3488.0,3255.0,0.0,0.0,2170.0,3464.0,1.0,0.0,2.0,27.0,,,1876.0,2553.0,,,,,,,
6603,221908005.0,Northeast State Community College,Gray,TN,2924.0,3160.0,,,,,,,,,30.0,18.0,,,4154.0,6102.0,,,184.0,494.0,0.0,0.0,3488.0,3255.0,0.0,0.0,794.0,873.0,0.0,0.0,5531.0,8245.0,0.0,0.0,650.0,808.0,1.0,0.0,,,,,
6604,221908006.0,Northeast State Community College,Kingsport,TN,2924.0,3160.0,0.0,0.0,0.0,,0.0,,0.0,,656.0,606.0,0.0,0.0,4154.0,6102.0,1.0,0.0,1988.0,3107.0,0.0,0.0,3488.0,3255.0,2.0,0.0,487.0,792.0,6.0,0.0,50.0,124.0,0.0,0.0,1128.0,1576.0,0.0,0.0,48.0,2606.0,0.0,0.0,
6605,221908007.0,Northeast State Community College,Bristol,TN,2924.0,3160.0,0.0,0.0,0.0,,0.0,,0.0,,378.0,628.0,0.0,0.0,4154.0,6102.0,,,4478.0,5835.0,,,3488.0,3255.0,0.0,0.0,30.0,105.0,0.0,0.0,13.0,87.0,0.0,0.0,1458.0,2930.0,0.0,0.0,6783.0,7864.0,,,
6606,221953001.0,Tusculum College,Greeneville,TN,791.0,1018.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2081.0,2884.0,0.0,0.0,1.0,50.0,1.0,0.0,1191.0,2435.0,0.0,0.0,3488.0,3255.0,2.0,0.0,1119.0,1054.0,0.0,0.0,50.0,70.0,0.0,0.0,242.0,496.0,0.0,0.0,6783.0,7864.0,,,
6607,221971001.0,Union University,JACKSON,TN,1350.0,2233.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1367.0,2368.0,0.0,0.0,25797.0,38275.0,,,1191.0,2435.0,,,3488.0,3255.0,,,233.0,511.0,,,0.0,27.0,,,3.0,18.0,,,6783.0,7864.0,,,
6608,221980001.0,New Concepts School of Cosmetology,Cleveland,TN,3.0,44.0,,,,,,,,,252.0,223.0,4.0,0.0,25797.0,38275.0,1.0,0.0,7555.0,10906.0,1.0,0.0,3488.0,3255.0,,,47.0,47.0,0.0,0.0,28.0,122.0,0.0,0.0,157.0,129.0,0.0,0.0,6783.0,7864.0,,,
6609,221999001.0,Vanderbilt University,NASHVILLE,TN,5855.0,6712.0,6.0,0.0,14.0,9.0,3.0,3.0,0.0,0.0,417.0,670.0,0.0,0.0,25797.0,38275.0,,,9485.0,13649.0,1.0,0.0,3488.0,3255.0,0.0,0.0,151.0,75.0,0.0,0.0,105.0,445.0,,,0.0,21.0,,,6783.0,7864.0,,,2.0
661,117140014.0,University of La Verne,ONTARIO,CA,3245.0,5089.0,,,,,,,,,627.0,156.0,,,3591.0,5205.0,,,5942.0,7795.0,,,12533.0,13249.0,,,873.0,778.0,,,,,,,4.0,99.0,,,3.0,203.0,,,
6610,222026001.0,Volunteer Beauty Academy-Dyersburg,DYERSBURG,TN,1.0,49.0,2.0,0.0,2.0,,0.0,,0.0,,557.0,656.0,1.0,0.0,25797.0,38275.0,0.0,0.0,12328.0,16393.0,0.0,0.0,3488.0,3255.0,,,1514.0,2554.0,0.0,0.0,9.0,94.0,1.0,0.0,1803.0,3305.0,0.0,0.0,6783.0,7864.0,,,
6611,222053001.0,Volunteer State Community College,GALLATIN,TN,3274.0,4824.0,,,,,,,,,120.0,34.0,,,25797.0,38275.0,1.0,0.0,12328.0,16393.0,0.0,0.0,2120.0,3408.0,0.0,0.0,6.0,110.0,0.0,0.0,222.0,273.0,0.0,0.0,1803.0,3305.0,,,6783.0,7864.0,,,
6612,222053002.0,Volunteer State Community College,Springfield,TN,3274.0,4824.0,,,,,,,,,91.0,331.0,,,25797.0,38275.0,1.0,0.0,12328.0,16393.0,2.0,0.0,3497.0,4389.0,1.0,0.0,1131.0,1114.0,,,1759.0,2464.0,,,1803.0,3305.0,,,0.0,12.0,,,
6613,222053003.0,Volunteer State Community College,Livingston,TN,3274.0,4824.0,0.0,0.0,0.0,,0.0,,0.0,,342.0,460.0,0.0,0.0,25797.0,38275.0,0.0,0.0,478.0,648.0,1.0,0.0,1248.0,1146.0,2.0,0.0,2.0,96.0,2.0,0.0,858.0,952.0,3.0,0.0,1803.0,3305.0,,,23.0,281.0,,,
6614,222062001.0,Walters State Community College,Morristown,TN,2332.0,3615.0,0.0,0.0,0.0,,0.0,,0.0,,147.0,288.0,0.0,0.0,5143.0,6222.0,0.0,0.0,2.0,52.0,0.0,0.0,3010.0,3988.0,0.0,0.0,6526.0,8149.0,,,111.0,150.0,2.0,0.0,338.0,122.0,0.0,0.0,579.0,787.0,4.0,0.0,
6615,222062002.0,Walters State Community College,Greeneville,TN,2332.0,3615.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,657.0,394.0,0.0,0.0,5143.0,6222.0,0.0,0.0,1827.0,2114.0,1.0,0.0,3010.0,3988.0,1.0,0.0,6526.0,8149.0,0.0,0.0,360.0,391.0,1.0,0.0,379.0,446.0,0.0,0.0,875.0,1408.0,,,
6616,222062003.0,Walters State Community College,Sevierville,TN,2332.0,3615.0,,,,,,,,,657.0,394.0,0.0,0.0,5143.0,6222.0,0.0,0.0,4299.0,5145.0,0.0,0.0,3010.0,3988.0,6.0,0.0,3.0,44.0,1.0,0.0,1829.0,2427.0,1.0,0.0,751.0,1117.0,,,10.0,51.0,,,
6617,222062004.0,Walters State Community College,Tazewell,TN,2332.0,3615.0,2.0,0.0,1.0,,0.0,,0.0,,8487.0,12572.0,1.0,0.0,5143.0,6222.0,,,4299.0,5145.0,,,3010.0,3988.0,,,1421.0,1496.0,,,877.0,1742.0,,,122.0,45.0,,,10.0,51.0,,,
6618,222062005.0,Walters State Community College,White Pine,TN,2332.0,3615.0,6.0,0.0,,,,,,,8487.0,12572.0,2.0,0.0,17621.0,20694.0,2.0,0.0,4299.0,5145.0,0.0,0.0,537.0,819.0,1.0,0.0,881.0,1303.0,0.0,0.0,85.0,29.0,0.0,0.0,28.0,52.0,2.0,0.0,1924.0,4365.0,4.0,0.0,
6619,222099001.0,West Tennessee Business College,JACKSON,TN,11.0,186.0,,,,,,,,,8487.0,12572.0,,,17621.0,20694.0,,,4299.0,5145.0,,,14.0,74.0,,,56.0,354.0,0.0,0.0,409.0,369.0,1.0,0.0,623.0,812.0,4.0,0.0,1047.0,2277.0,2.0,0.0,
662,117140015.0,University of La Verne,Oxnard,CA,3245.0,5089.0,0.0,0.0,,,,,,,6.0,139.0,0.0,0.0,219.0,325.0,0.0,0.0,5942.0,7795.0,2.0,0.0,12533.0,13249.0,0.0,0.0,3898.0,5325.0,1.0,0.0,,,,,6.0,193.0,,,1.0,50.0,,,
6620,222105001.0,William Moore College of Technology,Memphis,TN,259.0,10.0,0.0,0.0,,,,,,,8487.0,12572.0,0.0,0.0,1227.0,1998.0,0.0,0.0,35.0,12.0,,,376.0,432.0,1.0,0.0,135.0,881.0,0.0,1.0,1603.0,2400.0,0.0,0.0,10.0,85.0,1.0,0.0,1142.0,1636.0,1.0,0.0,
6621,222178001.0,Abilene Christian University,ABILENE,TX,1823.0,2721.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,8487.0,12572.0,0.0,0.0,379.0,334.0,0.0,0.0,688.0,537.0,0.0,0.0,17698.0,16403.0,1.0,0.0,5727.0,5887.0,1.0,0.0,6.0,49.0,0.0,0.0,1173.0,1639.0,0.0,0.0,2089.0,3844.0,0.0,0.0,
6622,222178002.0,Abilene Christian University,Dallas,TX,1823.0,2721.0,0.0,0.0,0.0,,0.0,,0.0,,160.0,119.0,0.0,0.0,96.0,29.0,0.0,0.0,158.0,269.0,,,17698.0,16403.0,0.0,0.0,5727.0,5887.0,1.0,0.0,1150.0,1501.0,2.0,0.0,220.0,360.0,0.0,0.0,2089.0,3844.0,,,
6623,222567001.0,Alvin Community College,ALVIN,TX,2265.0,2849.0,3.0,0.0,3.0,,0.0,,0.0,,10402.0,12327.0,1.0,0.0,349.0,11.0,0.0,0.0,152.0,424.0,0.0,0.0,17698.0,16403.0,0.0,0.0,5727.0,5887.0,0.0,0.0,772.0,472.0,1.0,0.0,1984.0,2563.0,0.0,0.0,2089.0,3844.0,,,
6624,222576001.0,Amarillo College,AMARILLO,TX,3783.0,6153.0,0.0,0.0,,,,,,,10402.0,12327.0,0.0,0.0,1900.0,3159.0,1.0,0.0,5754.0,5139.0,1.0,0.0,17698.0,16403.0,0.0,0.0,5727.0,5887.0,0.0,0.0,646.0,770.0,0.0,0.0,813.0,630.0,0.0,0.0,2089.0,3844.0,,,
6625,222576002.0,Amarillo College,Amarillo,TX,3783.0,6153.0,,,,,,,,,64.0,77.0,0.0,0.0,8.0,204.0,0.0,0.0,5754.0,5139.0,0.0,0.0,17698.0,16403.0,0.0,0.0,5727.0,5887.0,,,13.0,124.0,,,3.0,9.0,,,2089.0,3844.0,,,
6626,222576003.0,Amarillo College,Amarillo,TX,3783.0,6153.0,0.0,0.0,0.0,,0.0,,0.0,,404.0,760.0,0.0,0.0,10.0,213.0,0.0,0.0,5754.0,5139.0,0.0,0.0,1293.0,1659.0,0.0,0.0,5727.0,5887.0,,,13.0,124.0,,,168.0,673.0,,,2089.0,3844.0,,,
6627,222576004.0,Amarillo College,Amarillo,TX,3783.0,6153.0,0.0,0.0,,,,,,,438.0,154.0,1.0,0.0,778.0,2149.0,0.0,0.0,19.0,241.0,,,108.0,387.0,,,5727.0,5887.0,0.0,0.0,42.0,157.0,0.0,0.0,89.0,49.0,0.0,0.0,2089.0,3844.0,,,
6628,222576005.0,Amarillo College,Amarillo,TX,3783.0,6153.0,2.0,0.0,,,,,,,1928.0,2830.0,1.0,0.0,8825.0,11228.0,0.0,0.0,19.0,241.0,,,5.0,261.0,,,5727.0,5887.0,,,52.0,99.0,,,2.0,26.0,,,2089.0,3844.0,,,
6629,222576006.0,Amarillo College,Dumas,TX,3783.0,6153.0,0.0,0.0,,,,,,,1928.0,2830.0,1.0,0.0,5153.0,7132.0,0.0,0.0,19.0,241.0,0.0,0.0,960.0,1363.0,0.0,0.0,5727.0,5887.0,1.0,0.0,5.0,66.0,0.0,0.0,5414.0,8159.0,1.0,0.0,2089.0,3844.0,,,
663,117140016.0,University of La Verne,Bakersfield,CA,3245.0,5089.0,,,,,,,,,312.0,918.0,,,1059.0,1367.0,,,5942.0,7795.0,,,473.0,492.0,,,3898.0,5325.0,,,,,,,10.0,343.0,,,1.0,94.0,,,
6630,222576007.0,Amarillo College,Hereford,TX,3783.0,6153.0,,,,,,,,,1928.0,2830.0,,,5153.0,7132.0,0.0,0.0,16.0,0.0,0.0,0.0,960.0,1363.0,0.0,0.0,1508.0,2187.0,0.0,0.0,1025.0,2125.0,,,22.0,64.0,,,2089.0,3844.0,,,
6631,222822001.0,Angelina College,LUFKIN,TX,1936.0,3205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1928.0,2830.0,0.0,0.0,947.0,1752.0,0.0,0.0,2335.0,3573.0,0.0,0.0,960.0,1363.0,,,1508.0,2187.0,0.0,0.0,1025.0,2125.0,0.0,0.0,14.0,81.0,0.0,0.0,2089.0,3844.0,,,
6632,222831001.0,Angelo State University,San Angelo,TX,3572.0,4911.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,207.0,154.0,0.0,0.0,2160.0,3141.0,0.0,0.0,2335.0,3573.0,,,960.0,1363.0,,,1061.0,1583.0,,,1025.0,2125.0,,,36.0,63.0,,,2089.0,3844.0,,,
6633,222877001.0,Arlington Baptist College,ARLINGTON,TX,131.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1734.0,48.0,0.0,0.0,111.0,132.0,1.0,0.0,2335.0,3573.0,,,6.0,58.0,3.0,0.0,1061.0,1583.0,3.0,0.0,14979.0,13919.0,2.0,0.0,4.0,45.0,,,2089.0,3844.0,,,
6634,222886001.0,Arlington Career Institute,GRAND PRAIRIE,TX,11.0,225.0,3.0,0.0,,,,,,,2.0,139.0,4.0,0.0,3257.0,5026.0,2.0,0.0,2335.0,3573.0,,,2.0,67.0,0.0,0.0,1061.0,1583.0,2.0,0.0,532.0,835.0,0.0,0.0,13.0,86.0,0.0,0.0,779.0,1802.0,1.0,0.0,
6635,222938001.0,The Art Institute of Houston,HOUSTON,TX,835.0,807.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4030.0,6014.0,0.0,0.0,3257.0,5026.0,0.0,0.0,994.0,1036.0,0.0,0.0,1952.0,1794.0,,,1061.0,1583.0,,,6.0,25.0,,,107.0,380.0,,,3763.0,3861.0,,,
6636,222938002.0,The Art Institute of Houston,Houston,TX,835.0,807.0,,,,,,,,,205.0,135.0,1.0,0.0,3257.0,5026.0,0.0,0.0,547.0,847.0,0.0,0.0,4295.0,4749.0,0.0,0.0,1061.0,1583.0,,,4.0,84.0,,,5.0,61.0,,,,,,,
6637,222983001.0,Austin College,SHERMAN,TX,596.0,659.0,1.0,0.0,1.0,7.0,2.0,2.0,0.0,0.0,24.0,148.0,0.0,0.0,812.0,1081.0,0.0,0.0,4755.0,8244.0,1.0,0.0,1.0,46.0,,,1061.0,1583.0,0.0,0.0,5.0,140.0,0.0,0.0,237.0,278.0,0.0,0.0,,,,,
6638,222992001.0,Austin Community College District,Austin,TX,18699.0,22875.0,,,,,,,,,136.0,196.0,1.0,0.0,232.0,19.0,1.0,0.0,14971.0,19254.0,0.0,0.0,1.0,43.0,0.0,0.0,1061.0,1583.0,0.0,0.0,46.0,2769.0,0.0,0.0,1445.0,2308.0,,,,,,,
6639,222992002.0,Austin Community College District,Cedar Park,TX,18699.0,22875.0,2.0,0.0,,,,,,,4.0,132.0,1.0,0.0,3743.0,2885.0,2.0,0.0,14971.0,19254.0,,,38.0,272.0,,,1061.0,1583.0,2.0,0.0,7643.0,8967.0,3.0,0.0,750.0,832.0,0.0,0.0,2.0,91.0,,,
664,117140017.0,University of La Verne,Victorville,CA,3245.0,5089.0,,,,,,,,,312.0,918.0,0.0,0.0,18.0,75.0,0.0,0.0,336.0,316.0,0.0,0.0,4529.0,6345.0,,,7.0,195.0,,,,,,,16.0,306.0,,,26.0,224.0,,,
6640,222992003.0,Austin Community College District,Austin,TX,18699.0,22875.0,,,,,,,,,508.0,322.0,0.0,0.0,3743.0,2885.0,0.0,0.0,324.0,482.0,0.0,0.0,149.0,226.0,,,1061.0,1583.0,,,7643.0,8967.0,,,63.0,168.0,,,3.0,79.0,,,
6641,222992005.0,Austin Community College District,Austin,TX,18699.0,22875.0,,,,,,,,,508.0,322.0,0.0,0.0,8675.0,10612.0,0.0,0.0,99.0,107.0,0.0,0.0,596.0,138.0,,,1061.0,1583.0,0.0,0.0,7643.0,8967.0,1.0,0.0,295.0,279.0,0.0,0.0,,,,,
6642,222992006.0,Austin Community College District,Austin,TX,18699.0,22875.0,5.0,0.0,7.0,,3.0,,0.0,,865.0,1189.0,3.0,0.0,8675.0,10612.0,0.0,0.0,1123.0,1557.0,1.0,0.0,1039.0,948.0,,,1061.0,1583.0,1.0,0.0,7643.0,8967.0,1.0,0.0,1794.0,2391.0,2.0,0.0,110.0,163.0,,,
