,UNITID_P,INSTNM,City,State,men_total15,women_total15,FORCIB13,NONFOR13,RAPE14,RAPE15,FONDL14,FONDL15,STATR14,STATR15,men_total14,women_total14,FORCIB12,NONFOR12,men_total13,women_total13,FORCIB11,NONFOR11,men_total12,women_total12,FORCIB10,NONFOR10,men_total11,women_total11,FORCIB9,NONFOR9,men_total10,women_total10,FORCIB8,NONFOR8,men_total9,women_total9,FORCIB7,NONFOR7,men_total8,women_total8,FORCIB6,NONFOR6,men_total7,women_total7,FORCIB5,NONFOR5,TITLE9
10099,455600001.0,Brown Mackie College-Boise,Boise,ID,58.0,212.0,,,,,,,,,386.0,255.0,,,96.0,560.0,,,21.0,272.0,,,3628.0,4449.0,,,5.0,52.0,,,,,,,,,,,,,,,
101,102368008.0,Troy University,Colorado Springs,CO,6743.0,11022.0,,,,,,,,,7093.0,11948.0,,,3892.0,5274.0,0.0,0.0,3879.0,5344.0,0.0,0.0,1150.0,2194.0,1.0,0.0,247.0,485.0,0.0,0.0,621.0,199.0,0.0,0.0,554.0,203.0,0.0,0.0,1018.0,1934.0,,,
1010,126076001.0,Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,LOS ANGELES,CA,161.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20341.0,22112.0,10.0,0.0,1336.0,713.0,3.0,0.0,14916.0,15743.0,2.0,0.0,4075.0,4930.0,1.0,0.0,2848.0,4531.0,0.0,0.0,28.0,123.0,0.0,0.0,10.0,127.0,,,3.0,61.0,,,
10100,455619001.0,Brown Mackie College-Tulsa,Tulsa,OK,93.0,386.0,,,,,,,,,217.0,98.0,,,142.0,204.0,,,66.0,293.0,,,3628.0,4449.0,,,0.0,36.0,,,,,,,,,,,,,,,
10101,455628001.0,Fortis Institute-Birmingham,Birmingham,AL,152.0,302.0,,,,,,,,,111.0,78.0,,,87.0,467.0,,,158.0,334.0,,,18.0,209.0,,,12.0,95.0,,,,,,,,,,,,,,,
10102,455655001.0,Miller-Motte College-Greenville,Greenville,NC,27.0,266.0,,,,,,,,,321.0,154.0,,,60.0,445.0,,,158.0,334.0,,,538.0,613.0,,,71.0,10.0,,,,,,,,,,,,,,,
10103,455664001.0,The Chicago School of Professional Psychology at Los Angeles,Los Angeles,CA,445.0,1729.0,,,,,,,,,404.0,329.0,,,9.0,57.0,,,158.0,334.0,,,16.0,51.0,,,7.0,76.0,,,,,,,,,,,,,,,
10104,455707001.0,Cardiac and Vascular Institute of Ultrasound,Mobile,AL,7.0,38.0,,,,,,,,,157.0,69.0,,,95.0,66.0,,,158.0,334.0,,,6.0,83.0,,,17.0,192.0,,,,,,,,,,,,,,,
10105,455716001.0,Virginia College-Jacksonville,Jacksonville,FL,174.0,337.0,,,,,,,,,95.0,128.0,,,222.0,346.0,,,148.0,521.0,,,89.0,785.0,,,1.0,29.0,,,,,,,,,,,,,,,
10106,455725001.0,Studio Academy of Beauty,Chandler,AZ,10.0,325.0,,,,,,,,,72.0,273.0,,,222.0,346.0,,,148.0,521.0,,,16.0,49.0,,,6.0,105.0,,,,,,,,,,,,,,,
10107,455725002.0,Studio Academy of Beauty,Phoenix,AZ,10.0,325.0,,,,,,,,,113.0,222.0,,,222.0,346.0,,,52.0,399.0,,,9.0,90.0,,,0.0,59.0,,,,,,,,,,,,,,,
10108,455725003.0,Studio Academy of Beauty,Tolleson,AZ,10.0,325.0,9.0,0.0,9.0,,1.0,,0.0,,98.0,98.0,9.0,0.0,1061.0,2741.0,,,7.0,133.0,,,2.0,44.0,,,0.0,23.0,,,,,,,,,,,,,,,
10109,455734001.0,California Nurses Educational Institute,Palm Springs,CA,52.0,183.0,,,,,,,,,188.0,645.0,,,1061.0,2741.0,,,248.0,65.0,,,5.0,77.0,,,26.0,299.0,,,,,,,,,,,,,,,
1011,126119001.0,Yuba College,MARYSVILLE,CA,2715.0,4154.0,,,,,,,,,20341.0,22112.0,,,3.0,59.0,,,1537.0,871.0,,,4075.0,4930.0,0.0,0.0,685.0,510.0,2.0,0.0,2202.0,2901.0,3.0,0.0,849.0,920.0,,,446.0,332.0,,,
10110,455752001.0,RWM Fiber Optics,Carson,CA,95.0,1.0,,,,,,,,,188.0,645.0,,,1061.0,2741.0,,,249.0,143.0,,,0.0,14.0,,,24.0,7.0,,,,,,,,,,,,,,,
10111,455761001.0,Paul Mitchell the School-Sacramento,Sacramento,CA,177.0,241.0,,,,,,,,,,,,,1061.0,2741.0,,,188.0,22.0,,,289.0,0.0,,,6.0,96.0,,,,,,,,,,,,,,,
10112,455770001.0,Providence Christian College,Pasadena,CA,75.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,125.0,,,1061.0,2741.0,,,253.0,82.0,,,15.0,221.0,,,4.0,75.0,,,,,,,,,,,,,,,
10113,455798001.0,Oxford Academy of Hair Design Inc,Seymour,CT,13.0,68.0,,,,,,,,,16.0,346.0,,,1061.0,2741.0,,,237.0,94.0,,,24.0,277.0,,,23.0,15.0,,,,,,,,,,,,,,,
10114,455804001.0,Institute of World Politics,Washington,DC,63.0,44.0,,,,,,,,,32.0,94.0,,,1061.0,2741.0,,,172.0,57.0,,,0.0,20.0,,,212.0,786.0,,,,,,,,,,,,,,,
10115,455813001.0,Pontifical John Paul II Institute for Studies on Marriage and Family,Washington,DC,35.0,30.0,,,,,,,,,22.0,38.0,,,290.0,498.0,,,207.0,191.0,,,20.0,52.0,,,163.0,453.0,,,,,,,,,,,,,,,
10116,455831001.0,Medical Institute of Palm Beach,Lake Worth,FL,46.0,95.0,,,,,,,,,55.0,156.0,,,290.0,498.0,,,0.0,44.0,,,156.0,20.0,,,36.0,82.0,,,,,,,,,,,,,,,
10117,455840001.0,Lake Lanier School of Massage,Gainesville,GA,7.0,89.0,,,,,,,,,163.0,255.0,,,290.0,498.0,,,238.0,281.0,,,4.0,75.0,,,6.0,56.0,,,,,,,,,,,,,,,
10118,455840002.0,Lake Lanier School of Massage,Duluth,GA,7.0,89.0,,,,,,,,,129.0,136.0,,,290.0,498.0,,,341.0,426.0,,,14.0,133.0,,,96.0,773.0,,,,,,,,,,,,,,,
10119,455859001.0,Oliver Finley Academy of Cosmetology,Garden City,ID,4.0,167.0,,,,,,,,,172.0,472.0,,,28.0,139.0,,,234.0,206.0,,,0.0,45.0,,,242.0,318.0,,,,,,,,,,,,,,,
1012,126119003.0,Yuba College,Clearlake,CA,2715.0,4154.0,,,,,,,,,20341.0,22112.0,,,3328.0,4546.0,,,1537.0,871.0,,,10906.0,12883.0,,,522.0,47.0,,,37.0,259.0,1.0,0.0,82.0,486.0,0.0,0.0,,,1.0,0.0,
10120,455868001.0,National Career College,Panoram City,CA,23.0,195.0,,,,,,,,,140.0,392.0,,,31.0,99.0,,,233.0,244.0,,,0.0,19.0,,,36.0,312.0,,,,,,,,,,,,,,,
10121,455877001.0,Aveda Institute-Chicago,Chicago,IL,20.0,172.0,,,,,,,,,188.0,250.0,,,30.0,107.0,,,306.0,315.0,,,36.0,187.0,,,132.0,527.0,,,,,,,,,,,,,,,
10122,455886001.0,Tricoci University of Beauty Culture-Libertyville,Libertyville,IL,3.0,114.0,,,,,,,,,183.0,949.0,,,17.0,65.0,,,574.0,628.0,,,160.0,134.0,,,1.0,60.0,,,,,,,,,,,,,,,
10123,455886002.0,Tricoci University of Beauty Culture-Libertyville,Elgin,IL,3.0,114.0,,,,,,,,,183.0,949.0,,,63.0,289.0,,,5.0,103.0,,,4.0,12.0,,,1.0,38.0,,,,,,,,,,,,,,,
10124,455895001.0,Tricoci University of Beauty Culture-Bridgeview,Bridgeview,IL,1.0,161.0,,,,,,,,,183.0,949.0,,,1.0,49.0,,,14.0,341.0,,,243.0,43.0,,,2.0,77.0,,,,,,,,,,,,,,,
10125,455901001.0,The Temple-A Paul Mitchell Partner School,Frederick,MD,14.0,195.0,,,,,,,,,0.0,57.0,,,28.0,137.0,,,120.0,184.0,,,34.0,147.0,,,3.0,59.0,,,,,,,,,,,,,,,
10126,455910001.0,Center for Massage,Asheville,NC,3.0,29.0,,,,,,,,,8.0,100.0,,,62.0,40.0,,,93.0,3.0,,,82.0,230.0,,,5.0,128.0,,,,,,,,,,,,,,,
10127,455929001.0,Academy of Hair Design-Oklahoma City,Oklahoma City,OK,1.0,40.0,,,,,,,,,11.0,134.0,,,257.0,10.0,,,90.0,517.0,,,85.0,674.0,,,8.0,81.0,,,,,,,,,,,,,,,
10128,455938001.0,Education and Technology Institute,Greensburg,PA,,,,,,,,,,,5.0,98.0,,,23.0,17.0,,,140.0,291.0,,,154.0,425.0,,,5.0,62.0,,,,,,,,,,,,,,,
10129,455947001.0,Pulse Beauty Academy-A Paul Mitchell Partner School,Downingtown,PA,6.0,128.0,,,,,,,,,4.0,134.0,,,101.0,506.0,,,107.0,434.0,,,36.0,104.0,,,5.0,106.0,,,,,,,,,,,,,,,
1013,126164001.0,The Salon Professional Academy-Grand Junction,GRAND JUNCTION,CO,1.0,76.0,0.0,0.0,0.0,,0.0,,0.0,,472.0,634.0,,,3328.0,4546.0,,,4.0,48.0,,,616.0,1269.0,3.0,0.0,187.0,647.0,6.0,0.0,5973.0,6488.0,4.0,0.0,169.0,533.0,0.0,0.0,587.0,345.0,,,
10130,455956001.0,Liberty Technical College,Cayey,PR,58.0,182.0,,,,,,,,,45.0,142.0,,,206.0,310.0,,,64.0,452.0,,,1062.0,1742.0,,,242.0,224.0,,,,,,,,,,,,,,,
10131,455965001.0,Toni & Guy Hairdressing Academy-Cranston,Cranston,RI,8.0,134.0,,,,,,,,,3.0,119.0,,,1120.0,12600.0,,,5.0,61.0,,,192.0,213.0,,,43.0,277.0,,,,,,,,,,,,,,,
10132,455974001.0,South Texas Training Center,San Benito,TX,13.0,121.0,,,,,,,,,12.0,201.0,,,1120.0,12600.0,,,81.0,72.0,,,14.0,97.0,,,3.0,52.0,,,,,,,,,,,,,,,
10133,455983001.0,Columbia College,Vienna,VA,187.0,237.0,,,,,,,,,75.0,50.0,,,105.0,562.0,,,268.0,460.0,,,94.0,109.0,,,61.0,559.0,,,,,,,,,,,,,,,
10134,455992001.0,Vermont College of Fine Arts,Montpelier,VT,117.0,249.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,196.0,,,105.0,562.0,,,268.0,460.0,,,216.0,174.0,,,527.0,938.0,,,,,,,,,,,,,,,
10135,456001001.0,Advanced Welding Institute,South Burlington,VT,24.0,1.0,,,,,,,,,62.0,487.0,,,72.0,443.0,,,268.0,460.0,,,67.0,216.0,,,9.0,4.0,,,,,,,,,,,,,,,
10136,456001002.0,Advanced Welding Institute,Eagle RIver,WI,24.0,1.0,,,,,,,,,85.0,432.0,,,62.0,267.0,,,1144.0,3111.0,,,174.0,415.0,,,17.0,82.0,,,,,,,,,,,,,,,
10137,456010001.0,The Art Institute of Washington-Dulles,Sterling,VA,59.0,58.0,,,,,,,,,18.0,279.0,,,1.0,88.0,,,1144.0,3111.0,,,94.0,361.0,,,149.0,528.0,,,,,,,,,,,,,,,
10138,456029001.0,Paul Mitchell the School-Memphis,Bartlett,TN,10.0,121.0,,,,,,,,,9.0,128.0,,,0.0,70.0,,,1144.0,3111.0,,,205.0,783.0,,,65.0,233.0,,,,,,,,,,,,,,,
10139,456038001.0,Pima Medical Institute-East Valley,Mesa,AZ,59.0,466.0,,,,,,,,,6.0,134.0,,,3.0,82.0,,,1144.0,3111.0,,,15.0,83.0,,,16.0,176.0,,,,,,,,,,,,,,,
1014,126182001.0,Adams State University,ALAMOSA,CO,1519.0,1885.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3183.0,2034.0,0.0,0.0,107.0,390.0,0.0,0.0,3350.0,4558.0,0.0,0.0,381.0,709.0,0.0,0.0,187.0,647.0,0.0,0.0,778.0,1301.0,0.0,0.0,14.0,113.0,0.0,0.0,,,,,
10140,456056001.0,Virginia College-Charleston,North Charleston,SC,47.0,297.0,,,,,,,,,60.0,108.0,,,2.0,85.0,,,1144.0,3111.0,,,85.0,501.0,,,70.0,321.0,,,,,,,,,,,,,,,
10141,456065001.0,Paul Mitchell the School-Cleveland,Twinsburg,OH,8.0,133.0,,,,,,,,,1.0,58.0,,,3.0,120.0,,,1144.0,3111.0,,,139.0,543.0,,,56.0,482.0,,,,,,,,,,,,,,,
10142,456074001.0,Paul Mitchell the School-Columbus,Columbus,OH,6.0,179.0,,,,,,,,,3.0,128.0,,,6.0,157.0,,,1144.0,3111.0,,,1.0,48.0,,,88.0,855.0,,,,,,,,,,,,,,,
10143,456092001.0,Georgia Beauty Academy,Dalton,GA,5.0,138.0,,,,,,,,,0.0,31.0,,,9.0,121.0,,,334.0,517.0,,,63.0,220.0,,,92.0,426.0,,,,,,,,,,,,,,,
10144,456126001.0,Empire Beauty School-Lauderhill,Lauderhill,FL,5.0,92.0,,,,,,,,,5.0,61.0,,,8.0,79.0,,,334.0,517.0,,,10.0,52.0,,,45.0,517.0,,,,,,,,,,,,,,,
10145,456135001.0,Empire Beauty School-Spring Lake Park,Spring Lake Park,MN,6.0,120.0,,,,,,,,,9.0,87.0,,,4.0,113.0,,,334.0,517.0,,,98.0,367.0,,,66.0,69.0,,,,,,,,,,,,,,,
10146,456144001.0,MediaTech Institute-Austin,Austin,TX,61.0,8.0,,,,,,,,,9.0,70.0,,,26.0,58.0,,,334.0,517.0,,,4.0,172.0,,,16.0,319.0,,,,,,,,,,,,,,,
10147,456153001.0,MediaTech Institute-Houston,Houston,TX,88.0,8.0,,,,,,,,,2.0,85.0,,,7.0,88.0,,,44.0,149.0,,,44.0,189.0,,,9.0,14.0,,,,,,,,,,,,,,,
10148,456180001.0,Fortis College-Phoenix,Phoenix,AZ,46.0,247.0,,,,,,,,,3.0,39.0,,,2.0,59.0,,,52.0,169.0,,,11.0,29.0,,,71.0,219.0,,,,,,,,,,,,,,,
10149,456205001.0,Miller-Motte College-Raleigh,Raleigh,NC,41.0,353.0,,,,,,,,,3.0,58.0,,,1.0,27.0,,,28.0,106.0,,,42.0,0.0,,,88.0,160.0,,,,,,,,,,,,,,,
1015,126207001.0,Aims Community College,Greeley,CO,2198.0,3100.0,0.0,0.0,0.0,,0.0,,0.0,,148.0,137.0,0.0,0.0,135.0,288.0,,,3350.0,4558.0,0.0,0.0,381.0,709.0,0.0,0.0,826.0,1090.0,0.0,0.0,53.0,220.0,3.0,0.0,2520.0,2803.0,0.0,0.0,138.0,560.0,,,
10150,456214001.0,Lamson Institute,San Antonio,TX,95.0,79.0,,,,,,,,,2.0,41.0,,,5.0,57.0,,,32.0,102.0,,,21.0,278.0,,,81.0,263.0,,,,,,,,,,,,,,,
10151,456287001.0,College of Hair Design-East Campus,Lincoln,NE,2.0,78.0,,,,,,,,,12953.0,8406.0,,,6.0,90.0,0.0,0.0,48.0,312.0,0.0,0.0,27.0,44.0,,,7.0,106.0,,,,,,,,,,,,,,,
10152,456302001.0,Le Cordon Bleu College of Culinary Arts-St Louis,Saint Peters,MO,59.0,83.0,,,,,,,,,343.0,409.0,,,2.0,90.0,,,2.0,62.0,,,4.0,16.0,,,6.0,59.0,,,,,,,,,,,,,,,
10153,456320001.0,Heritage College-Wichita,Wichita,KS,48.0,291.0,,,,,,,,,79.0,40.0,,,3.0,63.0,,,19.0,122.0,,,9.0,82.0,,,16.0,64.0,,,,,,,,,,,,,,,
10154,456339001.0,Heritage College-Little Rock,Little Rock,AR,77.0,376.0,,,,,,,,,12.0,124.0,,,3.0,58.0,,,66.0,33.0,,,86.0,45.0,,,3.0,76.0,,,,,,,,,,,,,,,
10155,456454001.0,Fortis College-Salt Lake City,Salt Lake City,UT,117.0,251.0,,,,,,,,,31.0,151.0,,,3.0,95.0,,,285.0,6.0,,,37.0,41.0,,,5.0,39.0,,,,,,,,,,,,,,,
10156,456481001.0,Polytechnic University of Puerto Rico-Miami,Miami,FL,41.0,51.0,,,,,,,,,33.0,86.0,,,12.0,212.0,,,17.0,23.0,,,16.0,133.0,,,2.0,40.0,,,,,,,,,,,,,,,
10157,456490001.0,Polytechnic University of Puerto Rico-Orlando,Orlando,FL,81.0,47.0,,,,,,,,,17.0,58.0,,,6.0,270.0,,,76.0,380.0,,,11.0,88.0,,,,,,,,,,,,,,,,,,,
10158,456506001.0,Ross Medical Education Center-Fort Wayne,Fort Wayne,IN,7.0,113.0,,,,,,,,,0.0,15.0,,,36.0,88.0,,,237.0,345.0,,,6.0,137.0,,,95.0,256.0,,,,,,,,,,,,,,,
10159,456515001.0,Ross Medical Education Center-Portage,Portage,MI,15.0,159.0,,,,,,,,,6.0,36.0,,,13.0,198.0,,,55.0,31.0,,,27.0,13.0,,,1832.0,5229.0,,,,,,,,,,,,,,,
1016,126207002.0,Aims Community College,Loveland,CO,2198.0,3100.0,0.0,0.0,0.0,,0.0,,0.0,,193.0,185.0,0.0,0.0,4613.0,5819.0,,,139.0,442.0,,,381.0,709.0,4.0,0.0,826.0,1090.0,3.0,0.0,748.0,1163.0,2.0,0.0,32.0,223.0,,,138.0,560.0,,,
10160,456542001.0,The Commonwealth Medical College,Scranton,PA,232.0,210.0,,,,,,,,,10.0,38.0,,,217.0,25.0,,,943.0,10955.0,,,9.0,79.0,,,1832.0,5229.0,,,,,,,,,,,,,,,
10161,456542002.0,The Commonwealth Medical College,Wilkes-Barre,PA,232.0,210.0,,,,,,,,,205.0,112.0,,,59.0,401.0,,,943.0,10955.0,,,8.0,138.0,,,1832.0,5229.0,,,,,,,,,,,,,,,
10162,456542003.0,The Commonwealth Medical College,Williamsport,PA,232.0,210.0,,,,,,,,,16.0,55.0,,,9.0,153.0,,,99.0,578.0,,,3.0,149.0,,,1832.0,5229.0,,,,,,,,,,,,,,,
10163,456551001.0,Josef's West Academy,Fargo,ND,0.0,41.0,,,,,,,,,45.0,102.0,,,441.0,344.0,,,74.0,457.0,,,9.0,186.0,,,1832.0,5229.0,,,,,,,,,,,,,,,
10164,456560001.0,Northeast Technology Center-Claremore,Claremore,OK,117.0,74.0,,,,,,,,,45.0,102.0,,,161.0,168.0,,,33.0,163.0,0.0,0.0,3.0,26.0,,,1832.0,5229.0,,,,,,,,,,,,,,,
10165,456588001.0,Salon Success Academy-Fontana,Fontana,CA,1.0,61.0,,,,,,,,,237.0,471.0,,,32.0,1.0,,,6.0,94.0,,,9.0,53.0,,,1832.0,5229.0,,,,,,,,,,,,,,,
10166,456597001.0,Salon Success Academy-Redlands,Redlands,CA,4.0,82.0,,,,,,,,,237.0,471.0,,,1.0,22.0,,,0.0,56.0,,,0.0,6.0,,,1832.0,5229.0,,,,,,,,,,,,,,,
10167,456612001.0,Brown Mackie College-Phoenix,Phoenix,AZ,139.0,371.0,,,,,,,,,23.0,122.0,,,64.0,151.0,,,1.0,88.0,,,6.0,157.0,,,925.0,2298.0,,,,,,,,,,,,,,,
10168,456621001.0,Strayer University-West Virginia,Scott Depot,WV,83.0,125.0,,,,,,,,,126.0,82.0,,,20.0,3.0,,,3.0,90.0,,,36.0,88.0,,,925.0,2298.0,,,,,,,,,,,,,,,
10169,456791001.0,Brown Mackie College-Greenville,Greenville,SC,98.0,474.0,,,,,,,,,44.0,536.0,,,11.0,163.0,,,11.0,118.0,,,13.0,137.0,,,925.0,2298.0,,,,,,,,,,,,,,,
1017,126207003.0,Aims Community College,Fort Lupton,CO,2198.0,3100.0,,,,,,,,,12.0,484.0,,,4613.0,5819.0,,,148.0,304.0,,,144.0,247.0,,,8.0,138.0,6.0,0.0,42.0,155.0,4.0,0.0,5891.0,6342.0,0.0,0.0,2.0,49.0,,,
10170,456807001.0,Globe University-Sioux Falls,Sioux Falls,SD,20.0,105.0,,,,,,,,,44.0,536.0,,,22.0,182.0,,,3.0,172.0,,,9.0,38.0,,,128.0,406.0,,,,,,,,,,,,,,,
10171,456816001.0,Globe University-Eau Claire,Eau Claire,WI,18.0,88.0,,,,,,,,,31.0,541.0,,,358.0,498.0,,,2.0,120.0,,,162.0,219.0,,,13.0,138.0,,,,,,,,,,,,,,,
10172,456825001.0,Vanguard College of Cosmetology-Baton Rouge,Baton Rouge,LA,3.0,123.0,,,,,,,,,32.0,21.0,,,51.0,177.0,1.0,0.0,6.0,87.0,,,80.0,239.0,,,10.0,121.0,,,,,,,,,,,,,,,
10173,456834001.0,Globe University-Minneapolis,Minneapolis,MN,109.0,97.0,,,,,,,,,4.0,29.0,,,51.0,177.0,,,5.0,101.0,,,27.0,2.0,,,7.0,54.0,,,,,,,,,,,,,,,
10174,456861001.0,Beauty Schools of America-Homestead,Homestead,FL,67.0,441.0,,,,,,,,,3.0,8.0,,,8.0,61.0,,,55.0,130.0,,,104.0,141.0,,,7.0,119.0,,,,,,,,,,,,,,,
10175,456922001.0,South Texas Vocational Technical Institute-Brownsville,Brownsville,TX,44.0,158.0,,,,,,,,,193.0,26.0,,,182.0,169.0,,,6.0,80.0,,,10.0,131.0,,,9.0,73.0,,,,,,,,,,,,,,,
10176,456931001.0,South Texas Vocational Technical Institute-Corpus Christi,Corpus Christi,TX,116.0,121.0,,,,,,,,,2.0,93.0,,,11.0,32.0,,,4.0,62.0,,,60.0,431.0,,,2.0,23.0,,,,,,,,,,,,,,,
10177,456940001.0,L'Ecole Culinaire-Memphis,Cordova,TN,178.0,224.0,,,,,,,,,2.0,93.0,,,10.0,53.0,,,1.0,29.0,,,42.0,379.0,,,9.0,103.0,,,,,,,,,,,,,,,
10178,456959001.0,University of Minnesota-Rochester,Rochester,MN,118.0,298.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,23.0,,,90.0,606.0,,,7.0,64.0,,,11.0,186.0,,,3.0,52.0,,,,,,,,,,,,,,,
10179,456968001.0,Health And Style Institute,High Point,NC,8.0,194.0,,,,,,,,,25.0,92.0,,,35.0,169.0,,,0.0,97.0,,,17.0,192.0,,,51.0,290.0,,,,,,,,,,,,,,,
1018,126207004.0,Aims Community College,Windsor,CO,2198.0,3100.0,,,,,,,,,12.0,484.0,,,1209.0,53.0,,,2.0,33.0,0.0,0.0,51.0,278.0,1.0,0.0,1332.0,993.0,0.0,0.0,352.0,89.0,0.0,0.0,36.0,196.0,0.0,0.0,,,0.0,0.0,
10180,456968002.0,Health And Style Institute,Kennesaw,GA,8.0,194.0,,,,,,,,,25.0,92.0,,,4.0,51.0,,,3.0,92.0,,,6.0,119.0,,,125.0,104.0,,,,,,,,,,,,,,,
10181,456977001.0,College of Business and Technology-Cutler Bay,Cutler Bay,FL,26.0,86.0,,,,,,,,,5.0,137.0,,,30.0,602.0,,,2.0,80.0,,,29.0,110.0,,,163.0,92.0,,,,,,,,,,,,,,,
10182,457004001.0,American National University-Columbus,Columbus,OH,21.0,30.0,,,,,,,,,2.0,21.0,,,0.0,32.0,,,2.0,68.0,,,10.0,106.0,,,120.0,55.0,,,,,,,,,,,,,,,
10183,457022001.0,Herzing University-Toledo,Toledo,OH,54.0,164.0,,,,,,,,,1.0,66.0,,,20.0,18.0,,,4.0,111.0,,,2.0,151.0,,,140.0,26.0,,,,,,,,,,,,,,,
10184,457031001.0,Capri Beauty College,New Lenox,IL,0.0,50.0,,,,,,,,,0.0,61.0,,,25.0,173.0,,,11.0,243.0,,,101.0,5.0,,,64.0,22.0,,,,,,,,,,,,,,,
10185,457077001.0,Milan Institute-Bakersfield,Bakersfield,CA,19.0,325.0,,,,,,,,,25.0,76.0,,,17.0,208.0,,,7.0,268.0,,,127.0,15.0,,,177.0,27.0,,,,,,,,,,,,,,,
10186,457086001.0,Homestead Schools,Torrance,CA,33.0,99.0,,,,,,,,,4.0,124.0,,,0.0,67.0,,,45.0,122.0,,,60.0,256.0,,,123.0,49.0,,,,,,,,,,,,,,,
10187,457101001.0,Carrington College-Las Vegas,Las Vegas,NV,119.0,251.0,,,,,,,,,35.0,269.0,,,6.0,133.0,,,13.0,246.0,,,64.0,515.0,,,152.0,58.0,,,,,,,,,,,,,,,
10188,457110001.0,Carrington College-Reno,Reno,NV,54.0,273.0,,,,,,,,,0.0,5.0,,,0.0,33.0,,,254.0,46.0,,,123.0,166.0,,,88.0,25.0,,,,,,,,,,,,,,,
10189,457129001.0,Chamberlain College of Nursing-Florida,Jacksonville,FL,141.0,828.0,,,,,,,,,49.0,0.0,,,0.0,31.0,,,35.0,321.0,,,5.0,232.0,,,227.0,36.0,,,,,,,,,,,,,,,
1019,126289001.0,Arapahoe Community College,Littleton,CO,4545.0,5459.0,0.0,0.0,,,,,,,12.0,484.0,0.0,0.0,582.0,408.0,0.0,0.0,5177.0,6724.0,1.0,0.0,540.0,320.0,0.0,0.0,630.0,1331.0,0.0,0.0,12411.0,12618.0,3.0,0.0,747.0,1105.0,1.0,0.0,,,,,
10190,457129002.0,Chamberlain College of Nursing-Florida,Miramar,FL,141.0,828.0,0.0,0.0,0.0,,0.0,,0.0,,215.0,0.0,0.0,0.0,5.0,172.0,,,7.0,125.0,,,37.0,244.0,,,244.0,99.0,,,,,,,,,,,,,,,
10191,457174001.0,Remington College-Columbia Campus,Columbia,SC,20.0,274.0,,,,,,,,,327.0,0.0,,,3.0,130.0,,,371.0,295.0,,,5.0,164.0,,,166.0,63.0,,,,,,,,,,,,,,,
10192,457192001.0,Washington Barber College Inc,Little Rock,AR,76.0,27.0,,,,,,,,,101.0,126.0,,,2.0,112.0,,,149.0,142.0,,,238.0,223.0,,,395.0,161.0,,,,,,,,,,,,,,,
10193,457208001.0,InterCoast Colleges-Elk Grove,Rancho Cordova,CA,17.0,9.0,,,,,,,,,43.0,61.0,,,2.0,137.0,,,63.0,1.0,,,50.0,376.0,,,315.0,105.0,,,,,,,,,,,,,,,
10194,457226001.0,Horizon University,San Diego,CA,21.0,8.0,,,,,,,,,6.0,220.0,,,2.0,33.0,,,0.0,33.0,,,113.0,505.0,,,39.0,119.0,,,,,,,,,,,,,,,
10195,457244001.0,San Diego Culinary Institute,San Diego,CA,60.0,44.0,,,,,,,,,224.0,25.0,,,88.0,8.0,,,106.0,86.0,,,126.0,445.0,,,46.0,216.0,,,,,,,,,,,,,,,
10196,457253001.0,Beyond 21st Century Beauty Academy,Santa Fe Springs,CA,4.0,53.0,,,,,,,,,4.0,27.0,,,9.0,8.0,,,58.0,175.0,,,56.0,680.0,,,90.0,196.0,,,,,,,,,,,,,,,
10197,457271001.0,Academy for Jewish Religion-California,Los Angeles,CA,24.0,40.0,,,,,,,,,51.0,101.0,,,11.0,36.0,,,16.0,3.0,,,38.0,501.0,,,81.0,153.0,,,,,,,,,,,,,,,
10198,457299001.0,Angeles College,Los Angeles,CA,56.0,127.0,,,,,,,,,245.0,204.0,,,4.0,69.0,,,9.0,154.0,,,30.0,293.0,,,55.0,98.0,,,,,,,,,,,,,,,
10199,457299002.0,Angeles College,City of Industry,CA,56.0,127.0,,,,,,,,,1.0,71.0,,,27.0,92.0,,,23.0,188.0,,,157.0,40.0,,,34.0,101.0,,,,,,,,,,,,,,,
102,102377001.0,Tuskegee University,Tuskegee,AL,1187.0,1809.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1248.0,1855.0,2.0,0.0,1040.0,1956.0,0.0,0.0,1072.0,2045.0,0.0,0.0,1150.0,2194.0,1.0,0.0,603.0,199.0,0.0,0.0,621.0,199.0,,,214.0,533.0,,,1018.0,1934.0,,,
1020,126289002.0,Arapahoe Community College,Parker,CO,4545.0,5459.0,,,,,,,,,115.0,116.0,,,256.0,182.0,1.0,0.0,5177.0,6724.0,0.0,0.0,901.0,1253.0,0.0,0.0,4.0,98.0,,,12411.0,12618.0,,,35.0,158.0,,,7.0,147.0,,,
10200,457314001.0,Angeles Institute,Artesia,CA,29.0,99.0,,,,,,,,,132.0,15.0,,,8.0,89.0,,,270.0,379.0,,,196.0,63.0,,,61.0,226.0,,,,,,,,,,,,,,,
